[33mWARN[0m[2023-12-14 05:51:20] not enable search                            
[GIN] 2023/12/14 - 06:13:37 | 200 |     273.153µs |   50.93.208.232 | GET      "/api/admin/driver/names"
[GIN] 2023/12/14 - 06:13:39 | 200 |     385.481µs |   50.93.208.232 | GET      "/api/me"
[GIN] 2023/12/14 - 06:13:39 | 200 |     174.332µs |   50.93.208.232 | GET      "/"
[GIN] 2023/12/14 - 06:13:40 | 200 |    1.451072ms |   50.93.208.232 | GET      "/api/public/settings"
[GIN] 2023/12/14 - 06:13:40 | 200 |     173.334µs |   50.93.208.232 | GET      "/api/me"
[GIN] 2023/12/14 - 06:13:40 | 200 |     164.637µs |   50.93.208.232 | GET      "/api/public/offline_download_tools"
[GIN] 2023/12/14 - 06:13:40 | 200 |    1.976131ms |   50.93.208.232 | POST     "/api/fs/get"
[GIN] 2023/12/14 - 06:13:40 | 200 |    2.077874ms |   50.93.208.232 | POST     "/api/fs/list"
[GIN] 2023/12/14 - 06:13:40 | 200 |     427.182µs |   50.93.208.232 | GET      "/assets/icon.bcadb4b9.js"
[GIN] 2023/12/14 - 06:13:40 | 200 |     656.635µs |   50.93.208.232 | GET      "/assets/Folder.b511ba9e.css"
[GIN] 2023/12/14 - 06:13:40 | 200 |    1.521007ms |   50.93.208.232 | GET      "/assets/video_box.6c50e108.js"
[GIN] 2023/12/14 - 06:13:40 | 200 |    1.351616ms |   50.93.208.232 | GET      "/assets/Folder.43e1535e.js"
[GIN] 2023/12/14 - 06:13:40 | 200 |     433.868µs |   50.93.208.232 | GET      "/assets/Paginator.98e2cacb.js"
[GIN] 2023/12/14 - 06:13:40 | 200 |     155.695µs |   50.93.208.232 | GET      "/assets/List.e917597c.js"
[GIN] 2023/12/14 - 06:13:45 | 200 |    3.328174ms |   50.93.208.232 | POST     "/api/fs/list"
[GIN] 2023/12/14 - 06:16:45 | 200 |  373.755452ms |   50.93.208.232 | POST     "/api/fs/list"
[GIN] 2023/12/14 - 06:16:53 | 200 |   59.754948ms |   50.93.208.232 | POST     "/api/fs/mkdir"
[GIN] 2023/12/14 - 06:16:53 | 200 |     816.548µs |   50.93.208.232 | POST     "/api/fs/list"
[GIN] 2023/12/14 - 06:16:54 | 200 |    2.033372ms |   50.93.208.232 | POST     "/api/fs/list"
[GIN] 2023/12/14 - 06:17:08 | 200 |    2.129961ms |   50.93.208.232 | PUT      "/api/fs/put"
[GIN] 2023/12/14 - 06:17:08 | 200 |    1.982397ms |   50.93.208.232 | POST     "/api/fs/list"
